id,zanr
177655,Sports
177655,Traditional
177655,Team
177655,Basketball
177655,Sim
103058,Sports
103058,Traditional
103058,Ice Hockey
103058,Sim
101401,Action
101401,Platformer
101401,3D
160857,Sports
160857,Traditional
160857,Football
160857,Sim
160671,Role-Playing
160671,Console-style RPG
160631,Driving
160631,Racing
160631,Arcade
100436,Strategy
100436,Real-Time
100436,Sci-Fi
100436,Command
455528,Role-Playing
455528,Action RPG
101704,Action
101704,Action Adventure
101704,Shooter
101704,Linear
101704,First-Person
101704,Sci-Fi
101704,Arcade
115604,Driving
115604,Racing
115604,Futuristic
115604,Arcade
162773,Action
162773,Shooter
162773,First-Person
162773,Sci-Fi
491478,Action Adventure
491478,Survival
186884,Action
186884,Shooter
186884,First-Person
186884,Sci-Fi
186884,Arcade
145689,Role-Playing
145689,Console-style RPG
145689,Japanese-Style
205247,Strategy
205247,Turn-Based
205247,General
205247,Sci-Fi
205247,Tactics
548884,Role-Playing
548884,Action RPG
106379,Action
106379,Shooter
106379,First-Person
106379,Historic
106379,Arcade
162777,Driving
162777,Racing
162777,Arcade
102733,Role-Playing
102733,Console-style RPG
162151,Action
162151,Platformer
162151,2D
395810,Fantasy
395810,Action Adventure
395810,Open-World
232949,Action
232949,Platformer
232949,3D
227134,Compilation
227134,Miscellaneous
227134,Adventure
227134,Point-and-Click
103086,Sports
103086,Traditional
103086,Golf
103086,Sim
101629,Strategy
101629,Real-Time
101629,Fantasy
101629,General
161105,Strategy
161105,Real-Time
161105,Fantasy
161088,Sports
161088,Traditional
161088,Football
161088,Sim
102919,Strategy
102919,Real-Time
102919,Fantasy
102919,General
160743,Miscellaneous
160743,Rhythm
160743,Music
160793,Driving
160793,Racing
160793,Futuristic
535860,Role-Playing
535860,Action RPG
115585,Strategy
115585,Real-Time
115585,General
115585,Fantasy
115585,Defense
520723,Action
520723,Platformer
520723,2D
480955,Role-Playing
480955,Action RPG
111081,Action
111081,Shooter
111081,Rail
104393,Sports
104393,Traditional
104393,Basketball
104393,Arcade
113313,Role-Playing
113313,Action RPG
222257,PC-style RPG
222257,Third-Person
222257,Role-Playing
222257,Western-Style
102860,Role-Playing
102860,First-Person
102860,Western-Style
109494,Action
109494,Role-Playing
109494,Platformer
109494,Action RPG
109494,2D
531048,Strategy
531048,Turn-Based
531048,Tactics
540272,Racing
540272,Simulation
540272,Automobile
106202,Role-Playing
106202,Action RPG
494290,Action
494290,Shooter
494290,Rail
245691,Action
245691,Miscellaneous
245691,Rhythm
245691,Music
102237,Sports
102237,Traditional
102237,Ice Hockey
102237,Sim
161059,Role-Playing
161059,Console-style RPG
100543,Role-Playing
100543,First-Person
100543,PC-style RPG
100543,Western-Style
113459,Action
113459,Miscellaneous
113459,Rhythm
113459,Music
143103,Action Adventure
143103,Historic
143103,Open-World
115094,Action
115094,Shooter
115094,First-Person
115094,Sci-Fi
115094,Tactical
106991,Sports
106991,Traditional
106991,Team
106991,Soccer
106991,Sim
103664,Sports
103664,Traditional
103664,Team
103664,Soccer
103664,Management
507190,Action
507190,Platformer
507190,2D
557784,Adventure
557784,General
496866,Action Adventure
496866,General
109449,Action
109449,Shooter
109449,First-Person
109449,Sci-Fi
109449,Arcade
109448,Action
109448,Shooter
109448,First-Person
109448,Sci-Fi
109448,Arcade
115093,Action
115093,Shooter
115093,First-Person
115093,Sci-Fi
115093,Tactical
448222,Action
448222,Shooter
448222,First-Person
448222,Arcade
510115,Racing
510115,Simulation
510115,Automobile
480954,Role-Playing
480954,Action RPG
527781,Action Adventure
527781,General
475973,Action
475973,Shooter
475973,Shoot-'Em-Up
475973,Horizontal
162284,Role-Playing
162284,Action RPG
162158,Sports
162158,Alternative
162158,Skateboarding
161475,Sports
161475,Traditional
161475,Ice Hockey
161475,Sim
102240,Sports
102240,Traditional
102240,Basketball
102240,Sim
102035,Driving
102035,Racing
102035,Simulation
102035,Stock Car
102035,Automobile
160724,Role-Playing
160724,General
160733,Action Adventure
160733,Horror
160769,Action
160769,Fighting
160769,3D
152689,Driving
152689,Racing
152689,Arcade
152689,Automobile
161436,Driving
161436,Racing
161436,Futuristic
111760,Role-Playing
111760,Action RPG
111760,Console-style RPG
111760,Japanese-Style
111760,Western-Style
157949,Role-Playing
157949,Action RPG
162581,Sports
162581,Traditional
162581,Basketball
162581,Arcade
101958,Driving
101958,Racing
101958,Arcade
114969,Action Adventure
114969,Modern
114969,Open-World
162512,Action Adventure
162512,Fantasy
162445,Sports
162445,Traditional
162445,Football
162445,Sim
162043,Sports
162043,Traditional
162043,Football
162043,Sim
101767,Strategy
101767,Real-Time
101767,Wargame
101767,General
161148,Sports
161148,Traditional
161148,Ice Hockey
161148,Sim
101193,Strategy
101193,Real-Time
101193,Sci-Fi
101193,General
527002,Puzzle
527002,Stacking
115439,Action
115439,Platformer
115439,2D
113348,Action
113348,Platformer
113348,2D
412231,Role-Playing
412231,Action RPG
209835,Miscellaneous
209835,Adventure
209835,General
209835,Compilation
209835,Point-and-Click
103033,Role-Playing
103033,General
103033,Massively Multiplayer
186886,Action
186886,Shooter
186886,First-Person
186886,Sci-Fi
186886,Arcade
510776,Strategy
510776,Turn-Based
510776,Card Battle
162891,Sports
162891,Traditional
162891,Soccer
162891,Sim
114798,Action
114798,Miscellaneous
114798,Rhythm
114798,Music
101456,Simulation
101456,Flight
101456,Modern Jet
102904,Action
102904,Shooter
102904,Third-Person
102904,Modern
102904,Arcade
462312,Action
462312,Beat-'Em-Up
462312,2D
308710,Sports
308710,Traditional
308710,Team
308710,Baseball
308710,Sim
162339,Sports
162339,Traditional
162339,Baseball
162339,Sim
161924,Sports
161924,Traditional
161924,Golf
161924,Sim
102689,Action Adventure
102689,Modern
161188,Action
161188,Shooter
161188,Third-Person
161188,Modern
506456,Strategy
506456,Turn-Based
506456,Tactics
108040,Strategy
108040,Real-Time
108040,Modern
108040,General
106874,Driving
106874,Racing
106874,Arcade
106874,Automobile
135842,Sports
135842,Traditional
135842,Team
135842,Soccer
135842,Sim
503148,Role-Playing
503148,Massively Multiplayer
111445,Action
111445,Action Adventure
111445,Shooter
111445,Sci-Fi
111445,General
111445,First-Person
498194,Role-Playing
498194,General
104422,Action
104422,Role-Playing
104422,Platformer
104422,Action RPG
104422,2D
161840,Sports
161840,Traditional
161840,Basketball
161840,Arcade
160843,Action
160843,Platformer
160843,3D
101352,Driving
101352,Racing
101352,Simulation
101352,Stock Car
101352,Automobile
100503,Action
100503,Shooter
100503,First-Person
100503,Sci-Fi
100503,Arcade
107045,Action Adventure
107045,Adventure
107045,First-Person
107045,3D
107045,Open-World
107045,Modern
107045,Third-Person
522803,Action Adventure
522803,General
438297,Role-Playing
438297,Action RPG
101300,Action
101300,Shooter
101300,First-Person
101300,Modern
101300,Arcade
258719,General
258719,Action
258719,Shooter
258719,Shoot-'Em-Up
258719,Top-Down
111116,Action
111116,Shooter
111116,Third-Person
111116,Sci-Fi
111116,Arcade
502945,Action Adventure
502945,General
185034,Sports
185034,Traditional
185034,Team
185034,Soccer
185034,Sim
185491,Action Adventure
185491,Modern
185491,General
205248,Strategy
205248,Turn-Based
205248,General
205248,Sci-Fi
205248,Tactics
143053,Role-Playing
143053,Action RPG
102121,Strategy
102121,Real-Time
102121,Historic
102121,General
537911,Action
537911,Shooter
537911,First-Person
537911,Tactical
109395,Role-Playing
109395,Console-style RPG
161568,Driving
161568,Racing
161568,Arcade
162007,Sports
162007,Traditional
162007,Baseball
162007,Sim
102959,Driving
102959,Racing
102959,Simulation
102959,Stock Car
102959,Automobile
100083,Action
100083,Shooter
100083,First-Person
100083,Sci-Fi
100083,Arcade
160734,Action Adventure
160734,Horror
100016,Adventure
100016,General
100016,Point-and-Click
513429,Action
513429,Shooter
513429,Rail
213501,Role-Playing
213501,Action RPG
182065,Miscellaneous
182065,Action Adventure
182065,Modern
182065,Compilation
115326,Action
115326,Shooter
115326,First-Person
115326,Modern
115326,Tactical
115326,Arcade
127001,Action
127001,Shooter
127001,Third-Person
127001,Sci-Fi
127001,Arcade
101511,Action
101511,Shooter
101511,First-Person
101511,Historic
101511,Arcade
560550,Sports
560550,Individual
560550,Skate / Skateboard
481017,Miscellaneous
481017,General
481017,Action Adventure
481017,Sandbox
160660,Action
160660,Shooter
160660,Scrolling
111446,Action
111446,Action Adventure
111446,Shooter
111446,Sci-Fi
111446,General
111446,First-Person
162361,Action
162361,Shooter
162361,First-Person
162361,Sci-Fi
209666,Miscellaneous
209666,Adventure
209666,General
209666,Compilation
209666,Point-and-Click
102385,Sports
102385,Traditional
102385,Team
102385,Football
102385,Sim
161964,Action
161964,Fighting
161964,Wrestling
102210,Driving
102210,Racing
102210,GT / Street
245527,General
245527,Role-Playing
245527,Action RPG
245527,Western-Style
113458,Action
113458,Miscellaneous
113458,Rhythm
113458,Music
161857,Strategy
161857,Turn-Based
161857,Sci-Fi
113558,Driving
113558,Racing
113558,Simulation
113558,Rally / Offroad
113558,Automobile
532111,Adventure
532111,3D
532111,First-Person
105219,Miscellaneous
105219,Puzzle
105219,General
105219,Matching
135870,First-Person
135870,Action Adventure
135870,Adventure
135870,3D
135870,Open-World
135870,Modern
135870,Third-Person
108014,Action
108014,Platformer
108014,3D
113425,Miscellaneous
113425,Puzzle
113425,Action
162758,Action Adventure
162758,Modern
104156,Action
104156,Platformer
104156,2D
101374,Action Adventure
101374,Horror
498321,Action
498321,General
498321,Shooter
498321,First-Person
498321,Tactical
115138,Action Adventure
115138,Modern
115138,General
109451,Action
109451,Fighting
109451,3D
161916,Miscellaneous
161916,Puzzle
161916,General
108736,Action
108736,Miscellaneous
108736,Shooter
108736,Compilation
108736,First-Person
108736,Sci-Fi
101903,Sports
101903,Traditional
101903,Basketball
101903,Sim
160680,Role-Playing
160680,Console-style RPG
205243,Miscellaneous
205243,General
205243,Application
481022,Action
481022,Shooter
481022,First-Person
481022,Arcade
142895,Sports
142895,Traditional
142895,Team
142895,Basketball
142895,Sim
481016,Role-Playing
481016,Action RPG
142894,Sports
142894,Traditional
142894,Team
142894,Basketball
142894,Sim
499157,Action
499157,Fighting
499157,2D
252895,Action Adventure
252895,Adventure
252895,3D
252895,Sandbox
252895,First-Person
252895,Fantasy
155860,Role-Playing
155860,Action RPG
231762,General
231762,Role-Playing
102818,Action Adventure
102818,Fantasy
102818,Linear
504880,Adventure
504880,3D
504880,First-Person
161706,Sports
161706,Traditional
161706,Tennis
103057,Sports
103057,Traditional
103057,Basketball
103057,Sim
162081,Sports
162081,Traditional
162081,Golf
162081,Sim
161818,Action Adventure
161818,Modern
161323,Sports
161323,Traditional
161323,Ice Hockey
161323,Sim
101542,Sports
101542,Traditional
101542,Basketball
101542,Arcade
100845,Strategy
100845,Tycoon
100845,Management
100845,Business / Tycoon
108527,Driving
108527,Racing
108527,Arcade
108527,Automobile
538213,Action Adventure
538213,General
104149,Driving
104149,Racing
104149,Arcade
